t_s,dx_km,dy_km,dz_km,dvx_km_s,dvy_km_s,dvz_km_s
77680.0,-802.0421517230443,676.6834730087085,775.5664193102248,-0.397546091987131,-0.6755549649525094,0.21461868205157497
77690.0,-806.0021371986859,669.9133249903871,777.6973622521268,-0.3944480343477248,-0.6784699859797674,0.2115682361111091
77700.0,-809.9310539674489,663.1141654588373,779.797751250364,-0.39133237489380557,-0.6813572473597311,0.20850791680748149
77710.0,-813.828726661638,656.286272717577,781.8674882283403,-0.38819924604403155,-0.6842166113204087,0.20543785686002147
77720.0,-817.6949812426001,649.4299264413676,783.9064764395773,-0.3850487811227947,-0.6870479413950021,0.20235818951722084
77730.0,-821.5296450112701,642.5454076607111,785.9146204738295,-0.38188111435309224,-0.6898511024301395,0.19926904854945704
77740.0,-825.3325466190099,635.6329987457066,787.8918262633147,-0.37869638084935664,-0.6926259605939498,0.19617056824170342
77750.0,-829.1035160787133,628.69298338927,789.8380010890767,-0.37549471661020695,-0.6953723833840018,0.19306288338619604
77760.0,-832.8423847762065,621.725646589708,791.7530535874762,-0.3722762585111421,-0.6980902396350808,0.18994612927508303
77770.0,-836.5489854819361,614.7312746327007,793.6368937568182,-0.3690411442971677,-0.7007793995268301,0.1868204416930399
